_id,Timestamp,Age,Gender,Country,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
65563fd0d98731f9ac74d8d0,2014-08-27 14:26:32,27,male,United States,Yes,No,Sometimes,More than 1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d8d1,2014-08-27 14:27:20,30,male,United States,No,No,Sometimes,6-25,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8d2,2014-08-27 14:27:27,29,male,United States,No,No,Sometimes,100-500,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8d3,2014-08-27 14:27:28,25,male,United States,No,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d8d4,2014-08-27 14:27:51,22,female,United States,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,Yes
65563fd0d98731f9ac74d8d5,2014-08-27 14:28:28,29,male,Latvia,No,No,Sometimes,26-100,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8d6,2014-08-27 14:28:41,41,male,United States,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d8d7,2014-08-27 14:28:43,29,male,United States,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74d8d8,2014-08-27 14:28:49,32,male,United States,No,No,Never,500-1000,No,Yes,Yes,Not sure,Don't know,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d8d9,2014-08-27 14:28:51,24,female,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8da,2014-08-27 14:29:19,25,male,United States,No,Yes,Rarely,6-25,No,Yes,Yes,No,Don't know,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d8db,2014-08-27 14:30:33,25,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8dc,2014-08-27 14:31:06,30,female,United States,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8dd,2014-08-27 14:31:28,25,male,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74d8de,2014-08-27 14:31:44,30,male,United States,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8df,2014-08-27 14:32:22,33,male,Germany,Yes,Yes,Rarely,1-5,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Yes,Yes
65563fd0d98731f9ac74d8e0,2014-08-27 14:32:46,24,male,United States,No,No,Sometimes,26-100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
65563fd0d98731f9ac74d8e1,2014-08-27 14:33:44,25,male,Canada,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No
65563fd0d98731f9ac74d8e2,2014-08-27 14:34:47,31,male,United States,No,No,Sometimes,100-500,No,No,Don't know,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No
65563fd0d98731f9ac74d8e3,2014-08-27 14:37:33,45,male,Ireland,No,Yes,Often,1-5,No,Yes,No,No,No,No,Don't know,Very difficult,No,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d8e4,2014-08-27 14:37:35,29,male,Romania,No,No,Sometimes,6-25,Yes,No,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,No,No
65563fd0d98731f9ac74d8e5,2014-08-27 14:37:46,46,male,United States,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74d8e6,2014-08-27 14:38:06,30,male,United Kingdom,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8e7,2014-08-27 14:38:13,29,female,United States,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Don't know,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8e8,2014-08-27 14:38:26,24,male,United States,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8e9,2014-08-27 14:38:49,29,male,United States,No,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d8ea,2014-08-27 14:38:54,35,male,United States,No,No,Sometimes,26-100,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No
65563fd0d98731f9ac74d8eb,2014-08-27 14:39:07,33,unknown,United States,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No
65563fd0d98731f9ac74d8ec,2014-08-27 14:39:20,27,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,No,No,No,No,Maybe,No,No
65563fd0d98731f9ac74d8ed,2014-08-27 14:41:09,36,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8ee,2014-08-27 14:41:16,33,male,United Kingdom,No,No,Rarely,1-5,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No
65563fd0d98731f9ac74d8ef,2014-08-27 14:44:29,25,female,United States,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d8f0,2014-08-27 14:45:12,23,male,United States,Yes,Yes,Sometimes,100-500,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Don't know,No
65563fd0d98731f9ac74d8f1,2014-08-27 14:45:45,54,male,United States,Yes,Yes,Never,More than 1000,No,Yes,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,No,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d8f2,2014-08-27 14:47:10,22,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8f3,2014-08-27 14:47:28,25,trans,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No
65563fd0d98731f9ac74d8f4,2014-08-27 14:49:08,29,male,Belgium,No,No,Often,6-25,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74d8f5,2014-08-27 14:49:30,27,male,United States,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,No,No,No,Yes,Yes,No
65563fd0d98731f9ac74d8f6,2014-08-27 14:51:29,30,male,United Kingdom,No,No,Never,6-25,No,Yes,No,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d8f7,2014-08-27 14:52:44,26,male,United States,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74d8f8,2014-08-27 14:52:53,25,female,Sweden,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
65563fd0d98731f9ac74d8f9,2014-08-27 14:53:11,31,male,United States,No,Yes,Sometimes,500-1000,No,No,No,Yes,No,Don't know,Yes,Don't know,No,No,Some of them,No,No,No,No,No
65563fd0d98731f9ac74d8fa,2014-08-27 14:54:23,33,male,United States,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8fb,2014-08-27 14:54:56,34,male,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d8fc,2014-08-27 14:57:46,34,male,United States,No,Yes,Sometimes,100-500,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74d8fd,2014-08-27 14:58:01,29,male,United States,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d8fe,2014-08-27 14:59:59,33,female,United States,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d8ff,2014-08-27 15:03:56,34,male,Germany,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d900,2014-08-27 15:04:41,26,male,United States,Yes,Yes,Rarely,100-500,Yes,No,No,No,No,Don't know,No,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No
65563fd0d98731f9ac74d901,2014-08-27 15:05:00,32,male,United States,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Yes,Yes,No
65563fd0d98731f9ac74d902,2014-08-27 15:05:21,29,male,United States,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
65563fd0d98731f9ac74d903,2014-08-27 15:09:58,28,male,United States,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
65563fd0d98731f9ac74d904,2014-08-27 15:11:30,35,male,United States,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d905,2014-08-27 15:13:33,36,male,United States,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d906,2014-08-27 15:14:50,21,male,United States,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74d907,2014-08-27 15:15:29,21,male,United Kingdom,No,Yes,Sometimes,6-25,No,No,Don't know,Not sure,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No
65563fd0d98731f9ac74d908,2014-08-27 15:15:42,22,female,United States,No,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No
65563fd0d98731f9ac74d909,2014-08-27 15:20:53,41,male,United States,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes
65563fd0d98731f9ac74d90a,2014-08-27 15:21:59,55,male,United States,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74d90b,2014-08-27 15:22:20,32,female,United States,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d90c,2014-08-27 15:22:26,21,female,United States,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know,No
65563fd0d98731f9ac74d90d,2014-08-27 15:22:43,45,male,United States,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74d90e,2014-08-27 15:22:45,27,female,United States,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,No
65563fd0d98731f9ac74d90f,2014-08-27 15:22:50,25,female,United States,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74d910,2014-08-27 15:22:52,34,female,United States,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
65563fd0d98731f9ac74d911,2014-08-27 15:23:06,26,female,United States,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d912,2014-08-27 15:23:07,41,male,Canada,No,Yes,Never,500-1000,No,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d913,2014-08-27 15:23:19,27,male,United States,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No
65563fd0d98731f9ac74d914,2014-08-27 15:23:30,31,male,United States,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d915,2014-08-27 15:23:33,25,male,Germany,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No
65563fd0d98731f9ac74d916,2014-08-27 15:23:51,26,male,United States,No,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No
65563fd0d98731f9ac74d917,2014-08-27 15:23:51,27,female,United States,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d918,2014-08-27 15:23:54,42,male,New Zealand,No,No,Never,500-1000,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74d919,2014-08-27 15:24:22,29,trans,United States,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No
65563fd0d98731f9ac74d91a,2014-08-27 15:24:27,25,female,United States,No,Yes,Sometimes,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d91b,2014-08-27 15:24:28,33,female,Sweden,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,No
65563fd0d98731f9ac74d91c,2014-08-27 15:24:47,29,trans,Zimbabwe,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,Yes,No,No,Yes
65563fd0d98731f9ac74d91d,2014-08-27 15:24:47,40,female,United States,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d91e,2014-08-27 15:24:49,31,male,United States,No,No,Never,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74d91f,2014-08-27 15:24:55,26,male,Canada,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74d920,2014-08-27 15:24:56,24,female,United States,Yes,No,Sometimes,500-1000,No,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
65563fd0d98731f9ac74d921,2014-08-27 15:25:03,29,male,United States,No,No,Never,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d922,2014-08-27 15:25:09,48,male,United Kingdom,No,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No
65563fd0d98731f9ac74d923,2014-08-27 15:25:16,35,male,United Kingdom,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes
65563fd0d98731f9ac74d924,2014-08-27 15:25:41,32,female,United States,No,No,Never,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
65563fd0d98731f9ac74d925,2014-08-27 15:25:47,29,male,Canada,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No
65563fd0d98731f9ac74d926,2014-08-27 15:26:05,26,male,United States,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No
65563fd0d98731f9ac74d927,2014-08-27 15:26:37,28,male,United States,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No
65563fd0d98731f9ac74d928,2014-08-27 15:26:40,23,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,No
65563fd0d98731f9ac74d929,2014-08-27 15:26:57,35,male,United States,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes
65563fd0d98731f9ac74d92a,2014-08-27 15:27:25,29,male,Germany,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
65563fd0d98731f9ac74d92b,2014-08-27 15:27:31,26,male,United States,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No
65563fd0d98731f9ac74d92c,2014-08-27 15:27:38,33,male,United States,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No
65563fd0d98731f9ac74d92d,2014-08-27 15:27:39,33,male,United States,No,No,Sometimes,More than 1000,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No
65563fd0d98731f9ac74d92e,2014-08-27 15:28:34,22,male,Brazil,No,No,Never,6-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know,No
65563fd0d98731f9ac74d92f,2014-08-27 15:28:50,30,female,Spain,Yes,No,Sometimes,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d930,2014-08-27 15:29:03,33,male,United States,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
65563fd0d98731f9ac74d931,2014-08-27 15:29:07,31,female,United States,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
65563fd0d98731f9ac74d932,2014-08-27 15:29:23,21,male,United States,Yes,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes
65563fd0d98731f9ac74d933,2014-08-27 15:30:51,31,trans,United Kingdom,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Yes,Yes,No
65563fd0d98731f9ac74d934,2014-08-27 15:31:10,26,female,United States,No,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No
65563fd0d98731f9ac74d935,2014-08-27 15:31:18,30,male,United States,Yes,No,Often,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d936,2014-08-27 15:31:20,30,trans,Germany,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No
65563fd0d98731f9ac74d937,2014-08-27 15:31:31,23,male,India,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No
65563fd0d98731f9ac74d938,2014-08-27 15:31:38,34,male,Finland,No,No,Never,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74d939,2014-08-27 15:31:40,55,male,United States,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes
65563fd0d98731f9ac74d93a,2014-08-27 15:32:09,28,male,Germany,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
65563fd0d98731f9ac74d93b,2014-08-27 15:32:19,26,male,Uruguay,No,No,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Some of them,No,No,Yes,Don't know,No
65563fd0d98731f9ac74d93c,2014-08-27 15:32:43,28,male,New Zealand,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
65563fd0d98731f9ac74d93d,2014-08-27 15:34:23,32,male,United Kingdom,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d93e,2014-08-27 15:34:31,28,female,United States,No,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
65563fd0d98731f9ac74d93f,2014-08-27 15:34:32,21,male,United States,No,No,Sometimes,6-25,No,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
65563fd0d98731f9ac74d940,2014-08-27 15:35:21,24,male,United States,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes
65563fd0d98731f9ac74d941,2014-08-27 15:35:37,26,female,United States,No,No,Sometimes,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
65563fd0d98731f9ac74d942,2014-08-27 15:35:50,23,male,United States,No,No,Sometimes,More than 1000,No,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No
65563fd0d98731f9ac74d943,2014-08-27 15:36:13,24,female,United States,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No
65563fd0d98731f9ac74d944,2014-08-27 15:36:41,28,male,Canada,No,No,Never,100-500,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
65563fd0d98731f9ac74d945,2014-08-27 15:38:07,24,female,United States,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No
65563fd0d98731f9ac74d946,2014-08-27 15:38:27,33,male,United States,No,Yes,Often,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No
65563fd0d98731f9ac74d947,2014-08-27 15:38:31,34,male,United States,No,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No
65563fd0d98731f9ac74d948,2014-08-27 15:38:32,27,female,United States,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
65563fd0d98731f9ac74d949,2014-08-27 15:38:37,28,male,United States,No,No,Never,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d94a,2014-08-27 15:39:31,26,male,United States,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes
65563fd0d98731f9ac74d94b,2014-08-27 15:40:03,20,male,Australia,No,No,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
65563fd0d98731f9ac74d94c,2014-08-27 15:43:17,23,female,United States,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
65563fd0d98731f9ac74d94d,2014-08-27 15:43:27,29,male,United States,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
